id;cd_acao_rdz;nm_empresa;setor_economico;subsetor;segmento;segmento_b3;nm_segmento_b3;cd_acao;tx_cnpj;vl_cnpj;created_at;updated_at
328;IDVL;INDUSVAL;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;N2;"";IDVL3, IDVL4;61.024.352/0001-71;61024352000171;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
329;ITSA;ITAUSA;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;N1;"";ITSA3, ITSA4;61.532.644/0001-15;61532644000115;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
330;ITUB;ITAUUNIBANCO;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;N1;"";ITUB3, ITUB4;60.872.504/0001-23;60872504000123;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
331;BMEB;MERC BRASIL;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;"";"";BMEB3, BMEB4;17.184.037/0001-10;17184037000110;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
332;BMIN;MERC INVEST;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;"";"";BMIN3, BMIN4;34.169.557/0001-72;34169557000172;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
333;BNBR;NORD BRASIL;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;"";"";BNBR3;07.237.373/0001-20;7237373000120;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
334;PRBC;PARANA;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
335;PINE;PINE;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;N2;"";PINE3, PINE4;62.144.175/0001-20;62144175000120;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
336;SANB;SANTANDER BR;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;BANCOS;"";"";SANB4, SANB3, SANB11;90.400.888/0001-42;90400888000142;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
337;CRIV;ALFA FINANC;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;SOC. CRÉDITO E FINANCIAMENTO;"";"";CRIV3, CRIV4;17.167.412/0001-13;17167412000113;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
338;FNCN;FINANSINOS;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;SOC. CRÉDITO E FINANCIAMENTO;"";"";FNCN3;91.669.747/0001-92;91669747000192;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
339;MERC;MERC FINANC;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;SOC. CRÉDITO E FINANCIAMENTO;"";"";MERC3, MERC4;33.040.601/0001-87;33040601000187;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
340;BDLS;BRADESCO LSG;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;SOC. ARRENDAMENTO MERCANTIL;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
341;BVLS;BV LEASING;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;SOC. ARRENDAMENTO MERCANTIL;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
342;DBEN;DIBENS LSG;FINANCEIRO;INTERMEDIÁRIOS FINANCEIROS;SOC. ARRENDAMENTO MERCANTIL;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
343;BZRS;BRAZIL REALT;FINANCEIRO;SECURITIZADORAS DE RECEBÍVEIS;SECURITIZADORAS DE RECEBÍVEIS;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
344;BSCS;BRAZILIAN SC;FINANCEIRO;SECURITIZADORAS DE RECEBÍVEIS;SECURITIZADORAS DE RECEBÍVEIS;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
345;BRCS;BRC SECURIT;FINANCEIRO;SECURITIZADORAS DE RECEBÍVEIS;SECURITIZADORAS DE RECEBÍVEIS;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
346;WTVR;BRPR 56 SEC;FINANCEIRO;SECURITIZADORAS DE RECEBÍVEIS;SECURITIZADORAS DE RECEBÍVEIS;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
347;CBSC;CIBRASEC;FINANCEIRO;SECURITIZADORAS DE RECEBÍVEIS;SECURITIZADORAS DE RECEBÍVEIS;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
348;ECOA;ECO SEC AGRO;FINANCEIRO;SECURITIZADORAS DE RECEBÍVEIS;SECURITIZADORAS DE RECEBÍVEIS;MB;"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
349;GAFL;GAIA AGRO;FINANCEIRO;SECURITIZADORAS DE RECEBÍVEIS;SECURITIZADORAS DE RECEBÍVEIS;"";"";GAFL-CRA02B0;14.876.090/0001-93;14876090000193;2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
350;GAIA;GAIA SECURIT;FINANCEIRO;SECURITIZADORAS DE RECEBÍVEIS;SECURITIZADORAS DE RECEBÍVEIS;MB;"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
351;OCTS;OCTANTE SEC;FINANCEIRO;SECURITIZADORAS DE RECEBÍVEIS;SECURITIZADORAS DE RECEBÍVEIS;"";"";"";"";"";2021-10-22T01:00:02.000000Z;2021-10-22T01:00:02.000000Z
352;PDGS;PDG SECURIT;FINANCEIRO;SECURITIZADORAS DE RECEBÍVEIS;SECURITIZADORAS DE RECEBÍVEIS;"";"";"";"";"";2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
353;PLSC;POLO CAP SEC;FINANCEIRO;SECURITIZADORAS DE RECEBÍVEIS;SECURITIZADORAS DE RECEBÍVEIS;"";"";"";"";"";2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
354;RBRA;RBCAPITALRES;FINANCEIRO;SECURITIZADORAS DE RECEBÍVEIS;SECURITIZADORAS DE RECEBÍVEIS;MB;"";"";"";"";2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
355;APCS;TRUESEC;FINANCEIRO;SECURITIZADORAS DE RECEBÍVEIS;SECURITIZADORAS DE RECEBÍVEIS;"";"";APCS-CRI05B0;12.130.744/0001-00;12130744000100;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
356;VERT;VERTCIASEC;FINANCEIRO;SECURITIZADORAS DE RECEBÍVEIS;SECURITIZADORAS DE RECEBÍVEIS;"";"";"";"";"";2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
357;WTPI;WTORRE PIC;FINANCEIRO;SECURITIZADORAS DE RECEBÍVEIS;SECURITIZADORAS DE RECEBÍVEIS;"";"";"";"";"";2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
358;BNDP;BNDESPAR;FINANCEIRO;SERVIÇOS FINANCEIROS DIVERSOS;GESTÃO DE RECURSOS E INVESTIMENTOS;MB;"";"";"";"";2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
359;BFRE;BRAZILIAN FR;FINANCEIRO;SERVIÇOS FINANCEIROS DIVERSOS;GESTÃO DE RECURSOS E INVESTIMENTOS;"";"";"";"";"";2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
360;GPIV;GP INVEST;FINANCEIRO;SERVIÇOS FINANCEIROS DIVERSOS;GESTÃO DE RECURSOS E INVESTIMENTOS;DR3;"";GPIV33;07.857.850/0001-50;7857850000150;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
361;IDNT;IDEIASNET;FINANCEIRO;SERVIÇOS FINANCEIROS DIVERSOS;GESTÃO DE RECURSOS E INVESTIMENTOS;"";"";IDNT3;02.365.069/0001-44;2365069000144;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
362;PPLA;PPLA;FINANCEIRO;SERVIÇOS FINANCEIROS DIVERSOS;GESTÃO DE RECURSOS E INVESTIMENTOS;DR3;"";PPLA11;15.073.274/0001-88;15073274000188;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
363;B3SA;B3;FINANCEIRO;SERVIÇOS FINANCEIROS DIVERSOS;SERVIÇOS FINANCEIROS DIVERSOS;NM;"";B3SA3;09.346.601/0001-25;9346601000125;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
364;CIEL;CIELO;FINANCEIRO;SERVIÇOS FINANCEIROS DIVERSOS;SERVIÇOS FINANCEIROS DIVERSOS;NM;"";CIEL3;01.027.058/0001-91;1027058000191;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
365;BRGE;ALFA CONSORC;FINANCEIRO;PREVIDÊNCIA E SEGUROS;SEGURADORAS;"";"";BRGE11, BRGE12, BRGE3, BRGE5, BRGE6, BRGE7, BRGE8;17.193.806/0001-46;17193806000146;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
366;BBSE;BBSEGURIDADE;FINANCEIRO;PREVIDÊNCIA E SEGUROS;SEGURADORAS;NM;"";BBSE3;17.344.597/0001-94;17344597000194;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
367;IRBR;IRBBRASIL RE;FINANCEIRO;PREVIDÊNCIA E SEGUROS;SEGURADORAS;NM;"";IRBR3;33.376.989/0001-91;33376989000191;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
368;PSSA;PORTO SEGURO;FINANCEIRO;PREVIDÊNCIA E SEGUROS;SEGURADORAS;NM;"";PSSA3;02.149.205/0001-69;2149205000169;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
369;CSAB;SEG AL BAHIA;FINANCEIRO;PREVIDÊNCIA E SEGUROS;SEGURADORAS;"";"";CSAB3, CSAB4;15.144.017/0001-90;15144017000190;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
370;SULA;SUL AMERICA;FINANCEIRO;PREVIDÊNCIA E SEGUROS;SEGURADORAS;N2;"";SULA11, SULA3, SULA4;29.978.814/0001-87;29978814000187;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
371;APER;ALPER S.A.;FINANCEIRO;PREVIDÊNCIA E SEGUROS;CORRETORAS DE SEGUROS;NM;"";APER3;11.721.921/0001-60;11721921000160;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
372;WIZS;WIZ S.A.;FINANCEIRO;PREVIDÊNCIA E SEGUROS;CORRETORAS DE SEGUROS;NM;"";WIZS3;42.278.473/0001-03;42278473000103;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
373;ALSO;ALIANSCSONAE;FINANCEIRO;EXPLORAÇÃO DE IMÓVEIS;EXPLORAÇÃO DE IMÓVEIS;NM;"";ALSO3;05.878.397/0001-32;5878397000132;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
374;BRML;BR MALLS PAR;FINANCEIRO;EXPLORAÇÃO DE IMÓVEIS;EXPLORAÇÃO DE IMÓVEIS;NM;"";BRML3;06.977.745/0001-91;6977745000191;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
375;BRPR;BR PROPERT;FINANCEIRO;EXPLORAÇÃO DE IMÓVEIS;EXPLORAÇÃO DE IMÓVEIS;NM;"";BRPR3;06.977.751/0001-49;6977751000149;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
376;CORR;COR RIBEIRO;FINANCEIRO;EXPLORAÇÃO DE IMÓVEIS;EXPLORAÇÃO DE IMÓVEIS;"";"";CORR3, CORR4;15.101.405/0001-93;15101405000193;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
377;CCPR;CYRE COM-CCP;FINANCEIRO;EXPLORAÇÃO DE IMÓVEIS;EXPLORAÇÃO DE IMÓVEIS;NM;"";CCPR3;08.801.621/0001-86;8801621000186;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
378;GSHP;GENERALSHOPP;FINANCEIRO;EXPLORAÇÃO DE IMÓVEIS;EXPLORAÇÃO DE IMÓVEIS;NM;"";GSHP3;08.764.621/0001-53;8764621000153;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
379;HBTS;HABITASUL;FINANCEIRO;EXPLORAÇÃO DE IMÓVEIS;EXPLORAÇÃO DE IMÓVEIS;"";"";HBTS3, HBTS5, HBTS6;87.762.563/0001-03;87762563000103;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
380;IGBR;IGB S/A;FINANCEIRO;EXPLORAÇÃO DE IMÓVEIS;EXPLORAÇÃO DE IMÓVEIS;"";"";IGBR3;43.185.362/0001-07;43185362000107;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
381;IGTA;IGUATEMI;FINANCEIRO;EXPLORAÇÃO DE IMÓVEIS;EXPLORAÇÃO DE IMÓVEIS;NM;"";IGTA3;51.218.147/0001-93;51218147000193;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
382;JPSA;JEREISSATI;FINANCEIRO;EXPLORAÇÃO DE IMÓVEIS;EXPLORAÇÃO DE IMÓVEIS;"";"";JPSA3;60.543.816/0001-93;60543816000193;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
383;LOGG;LOG COM PROP;FINANCEIRO;EXPLORAÇÃO DE IMÓVEIS;EXPLORAÇÃO DE IMÓVEIS;NM;"";LOGG3;09.041.168/0001-10;9041168000110;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
384;MNZC;MENEZES CORT;FINANCEIRO;EXPLORAÇÃO DE IMÓVEIS;EXPLORAÇÃO DE IMÓVEIS;MB;"";MNZC3B;02.664.042/0001-52;2664042000152;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
385;MULT;MULTIPLAN;FINANCEIRO;EXPLORAÇÃO DE IMÓVEIS;EXPLORAÇÃO DE IMÓVEIS;N2;"";MULT3;07.816.890/0001-53;7816890000153;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
386;SCAR;SAO CARLOS;FINANCEIRO;EXPLORAÇÃO DE IMÓVEIS;EXPLORAÇÃO DE IMÓVEIS;NM;"";SCAR3;29.780.061/0001-09;29780061000109;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
387;BBRK;BR BROKERS;FINANCEIRO;EXPLORAÇÃO DE IMÓVEIS;INTERMEDIAÇÃO IMOBILIÁRIA;NM;"";BBRK3;08.613.550/0001-98;8613550000198;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
388;LPSB;LOPES BRASIL;FINANCEIRO;EXPLORAÇÃO DE IMÓVEIS;INTERMEDIAÇÃO IMOBILIÁRIA;NM;"";LPSB3;08.078.847/0001-09;8078847000109;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
389;MOAR;MONT ARANHA;FINANCEIRO;HOLDINGS DIVERSIFICADAS;HOLDINGS DIVERSIFICADAS;"";"";MOAR3;33.102.476/0001-92;33102476000192;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
390;PEAB;PAR AL BAHIA;FINANCEIRO;HOLDINGS DIVERSIFICADAS;HOLDINGS DIVERSIFICADAS;"";"";PEAB3, PEAB4;01.938.783/0001-11;1938783000111;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
391;SPRI;SPRINGER;FINANCEIRO;HOLDINGS DIVERSIFICADAS;HOLDINGS DIVERSIFICADAS;"";"";SPRI3, SPRI5, SPRI6;92.929.520/0001-00;92929520000100;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
392;CTBA;CEPAC - CTBA;FINANCEIRO;OUTROS TÍTULOS;OUTROS TÍTULOS;MB;"";"";"";"";2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
393;MCRJ;CEPAC - MCRJ;FINANCEIRO;OUTROS TÍTULOS;OUTROS TÍTULOS;MB;"";"";"";"";2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
394;PMSP;CEPAC - PMSP;FINANCEIRO;OUTROS TÍTULOS;OUTROS TÍTULOS;MB;"";"";"";"";2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
395;QVQP;524 PARTICIP;OUTROS;OUTROS;OUTROS;MB;"";QVQP3B;01.851.771/0001-55;1851771000155;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
396;ALEF;ALEF S/A;OUTROS;OUTROS;OUTROS;MB;"";ALEF3B;02.217.319/0001-07;2217319000107;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
397;ATOM;ATOMPAR;OUTROS;OUTROS;OUTROS;"";"";ATOM3;00.359.742/0001-08;359742000108;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
398;BETP;BETAPART;OUTROS;OUTROS;OUTROS;MB;"";BETP3B;02.762.124/0001-30;2762124000130;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
399;CABI;CABINDA PART;OUTROS;OUTROS;OUTROS;MB;"";CABI3B;04.030.182/0001-02;4030182000102;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
400;CACO;CACONDE PART;OUTROS;OUTROS;OUTROS;MB;"";CACO3B;04.031.213/0001-31;4031213000131;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
401;CPTP;CAPITALPART;OUTROS;OUTROS;OUTROS;MB;"";"";"";"";2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
402;MAPT;CEMEPE;OUTROS;OUTROS;OUTROS;"";"";MAPT4, MAPT3;93.828.986/0001-73;93828986000173;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
403;CMSA;CIMS;OUTROS;OUTROS;OUTROS;"";"";CMSA3, CMSA4;00.272.185/0001-93;272185000193;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
404;OPGM;GAMA PART;OUTROS;OUTROS;OUTROS;MB;"";OPGM3B;02.796.775/0001-40;2796775000140;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
405;FIGE;INVEST BEMGE;OUTROS;OUTROS;OUTROS;"";"";FIGE3, FIGE4;01.548.981/0001-79;1548981000179;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
406;JBDU;J B DUARTE;OUTROS;OUTROS;OUTROS;"";"";JBDU3, JBDU4;60.637.238/0001-54;60637238000154;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
407;SPRT;LONGDIS;OUTROS;OUTROS;OUTROS;MB;"";"";"";"";2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
408;MGIP;MGI PARTICIP;OUTROS;OUTROS;OUTROS;"";"";"";"";"";2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
409;OPHE;OPPORT ENERG;OUTROS;OUTROS;OUTROS;MB;"";OPHE3B;02.318.346/0001-68;2318346000168;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
410;PPAR;POLPAR;OUTROS;OUTROS;OUTROS;"";"";PPAR3;59.789.545/0001-71;59789545000171;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
411;PRPT;PROMPT PART;OUTROS;OUTROS;OUTROS;MB;"";PRPT3B;02.992.449/0001-09;2992449000109;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
412;SLCT;SELECTPART;OUTROS;OUTROS;OUTROS;MB;"";SLCT3B;02.604.860/0001-60;2604860000160;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
413;OPSE;SUDESTE S/A;OUTROS;OUTROS;OUTROS;MB;"";OPSE3B;02.062.747/0001-08;2062747000108;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
414;OPTS;SUL 116 PART;OUTROS;OUTROS;OUTROS;MB;"";OPTS3B;01.957.772/0001-89;1957772000189;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
415;RRRP;3R PETROLEUM;PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS;PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS;EXPLORAÇÃO. REFINO E DISTRIBUIÇÃO;NM;"";RRRP3;12.091.809/0001-55;12091809000155;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
416;AERI;AERIS;BENS INDUSTRIAIS;MÁQUINAS E EQUIPAMENTOS;MÁQ. E EQUIP. INDUSTRIAIS;NM;"";AERI3;12.528.708/0001-07;12528708000107;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
417;ALLD;ALLIED;CONSUMO CÍCLICO;COMÉRCIO;ELETRODOMÉSTICOS;NM;"";ALLD3;20.247.322/0001-47;20247322000147;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
418;ALPK;ESTAPAR;BENS INDUSTRIAIS;SERVIÇOS;SERVIÇOS DIVERSOS;NM;"";ALPK3;60.537.263/0001-66;60537263000166;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
419;AVLL;ALPHAVILLE;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;NM;"";AVLL3;16.811.931/0001-00;16811931000100;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
420;AMBP;AMBIPAR;UTILIDADE PÚBLICA;ÁGUA E SANEAMENTO;ÁGUA E SANEAMENTO;NM;"";AMBP3;12.648.266/0001-24;12648266000124;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
421;AURA;AURA 360;MATERIAIS BÁSICOS;MINERAÇÃO;MINERAIS METÁLICOS;DR3;"";AURA33;07.857.093/0001-14;7857093000114;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
422;BOAS;BOA VISTA;FINANCEIRO;SERVIÇOS FINANCEIROS DIVERSOS;SERVIÇOS FINANCEIROS DIVERSOS;NM;"";BOAS3;11.725.176/0001-27;11725176000127;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
423;CURY;CURY S/A;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;NM;"";CURY3;08.797.760/0001-83;8797760000183;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
424;DMVF;D1000VFARMA;SAÚDE;COMÉRCIO E DISTRIBUIÇÃO;MEDICAMENTOS E OUTROS PRODUTOS;NM;"";DMVF3;12.108.897/0001-50;12108897000150;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
425;ENJU;ENJOEI;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;NM;"";ENJU3;16.922.038/0001-51;16922038000151;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
426;SOMA;GRUPO SOMA;CONSUMO CÍCLICO;COMÉRCIO;TECIDOS, VESTUÁRIO E CALÇADOS;NM;"";SOMA3;10.285.590/0001-08;10285590000108;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
427;GMAT;GRUPO MATEUS;CONSUMO NÃO CÍCLICO;COMÉRCIO E DISTRIBUIÇÃO;ALIMENTOS;NM;"";GMAT3;24.990.777/0001-09;24990777000109;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
428;HBRE;HBR REALTY;FINANCEIRO;EXPLORAÇÃO DE IMÓVEIS;EXPLORAÇÃO DE IMÓVEIS;NM;"";HBRE3;14.785.152/0001-51;14785152000151;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
429;LAVV;LAVVI;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;NM;"";LAVV3;26.462.693/0001-28;26462693000128;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
430;LJQQ;QUERO-QUERO;CONSUMO CÍCLICO;COMÉRCIO;PRODUTOS DIVERSOS;NM;"";LJQQ3;96.418.264/0218-02;96418264021802;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
431;CASH;MELIUZ;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;NM;"";CASH3;14.110.585/0001-07;14110585000107;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
432;MELK;MELNICK;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;NM;"";MELK3;12.181.987/0001-77;12181987000177;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
433;NGRD;NEOGRID;TECNOLOGIA DA INFORMAÇÃO;PROGRAMAS E SERVIÇOS;PROGRAMAS E SERVIÇOS;NM;"";NGRD3;10.139.870/0001-08;10139870000108;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
434;PETZ;PETZ;CONSUMO CÍCLICO;COMÉRCIO;PRODUTOS DIVERSOS;NM;"";PETZ3;18.328.118/0001-09;18328118000109;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
435;PLPL;PLANOEPLANO;CONSUMO CÍCLICO;CONSTRUÇÃO CIVIL;INCORPORAÇÕES;NM;"";PLPL3;24.230.275/0001-80;24230275000180;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
436;RDOR;REDE D OR;SAÚDE;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;SERVIÇOS MÉDICO - HOSPITALARES, ANÁLISES E DIAGNÓSTICOS;NM;"";RDOR3;06.047.087/0001-39;6047087000139;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
437;ASAI;ASSAI;CONSUMO NÃO CÍCLICO;COMÉRCIO E DISTRIBUIÇÃO;ALIMENTOS;NM;"";ASAI3;06.057.223/0001-71;6057223000171;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
438;SEQL;SEQUOIA LOG;BENS INDUSTRIAIS;SERVIÇOS;SERVIÇOS DIVERSOS;NM;"";SEQL3;01.599.101/0001-93;1599101000193;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
439;SIMH;SIMPAR;FINANCEIRO;HOLDINGS DIVERSIFICADAS;HOLDINGS DIVERSIFICADAS;NM;"";SIMH3;07.415.333/0001-20;7415333000120;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
440;TIMS;TIM;COMUNICAÇÕES;TELECOMUNICAÇÕES;TELECOMUNICAÇÕES;NM;"";TIMS3;02.421.421/0001-11;2421421000111;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
441;TFCO;TRACK FIELD;CONSUMO CÍCLICO;TECIDOS, VESTUÁRIO E CALÇADOS;VESTUÁRIO;N2;"";TFCO4;59.418.806/0001-47;59418806000147;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
442;CSED;CRUZEIRO EDU;CONSUMO CÍCLICO;DIVERSOS;SERVIÇOS EDUCACIONAIS;NM;"";CSED3;62.984.091/0001-02;62984091000102;2021-10-22T01:00:03.000000Z;2021-10-22T01:00:03.000000Z
