cnpj;saude_tributaria
37899343000140;""
37905861000129;""
37912667000170;""
37957157000110;""
37967383000181;""
37986818000135;""
37992838000119;""
38008617000126;""
38021369000153;""
38070094000300;""
38078794000189;""
38084135000155;""
38092164000169;""
38097771000111;""
38101501000137;""
38129529000182;""
38146476000108;""
38150910000123;""
38187877000106;""
38189741000135;""
38191322000138;""
38203525000105;""
38245358000157;""
38257509000197;""
38311118000103;""
38328052000164;""
38346296000170;""
38379022000187;""
38424249000105;""
38440742000100;""
38470576000195;""
38490457000102;""
38597060000106;""
38611614000182;""
38626932000117;""
38659962000120;""
38665501000160;CINZA
39141889000162;""
39157815000114;""
39249353000165;""
39265734000138;""
39272043000161;""
39282485000199;""
39292757000131;""
39332423000144;""
39349787000137;""
39476968000124;""
39498591000104;""
39519503000103;""
39530474000180;""
39544707000102;""
39557765000162;""
39576856000145;""
39612230000147;""
39638144000103;""
39661973000107;""
39667491000164;""
39674371000194;""
39689944000153;""
39723769000173;""
39754860000156;""
39770012000130;""
39782749000173;""
39790859000187;""
39804832000104;""
39813082000129;""
39855437000142;""
39888470000179;""
39897568000192;""
39902451000150;""
39914389000116;""
39942330000131;""
39944887000101;""
39947347000181;""
39979081000159;""
39980147000120;""
39982630000144;""
39992609000120;""
40017979000125;""
40030912000120;""
40035848000170;""
40036910000149;""
40042858000133;""
40045415000104;""
40049437000134;""
40070606000118;""
40088313000168;""
40104141000179;""
40135431000180;""
40162800000123;""
40236859000119;""
40251972000173;""
40279798000177;""
40283161000154;""
40313011000146;""
40324214000138;""
40337074000132;""
40353008000156;""
40400416000111;""
40425337000165;""
40478399000135;""
40494113000105;""
40511048000189;""
40514220000158;""
40519064000118;""
40541601000126;""
40542831000100;""
40545219000190;""
40559150000154;""
40585571000150;""
40586962000199;""
40602983000150;""
40662020000142;""
40664539000160;""
40706438000104;""
40732776000110;""
40759658000104;""
40775525000113;""
40779292000127;""
40782627000166;""
40783026000178;""
40794488000190;""
40831407000185;""
40882565000164;VERDE
40945751000103;""
40951266000134;""
40968773000180;""
41023928000179;""
41036189000150;""
41064111000149;""
41077617000192;""
41080831000106;""
41081896000168;""
41093833000121;""
41131722000162;""
41163472000142;""
41179709000183;""
41201700000121;""
41206121000171;""
41211231000121;""
41234228000123;""
41237596000125;""
41268145000155;CINZA
41273141000165;""
41298144000153;""
41316886000164;CINZA
41320135000111;""
41324181000199;""
41368322000175;""
41376676000161;""
41391067000181;""
41412637000172;""
41432973000187;""
41458000000117;""
41505568000141;""
41537151000160;""
41539766000126;""
41571371000100;""
41603033000103;""
41631661000100;""
41634534000157;""
41637744000107;""
41659584000199;""
41719305000135;""
41722530000120;""
41723090000126;""
41733795000124;""
41735782000194;""
41737646000133;""
41739382000157;""
41741795000176;""
41745328000114;""
41755104000193;""
41799614000162;""
41815944000102;""
41817815000145;""
41823597000313;""
41836052000180;""
41871000000144;""
41876321000131;""
41876773000113;""
41888430000179;""
41926366000173;""
41957688000180;""
42026434000100;""
42026885000148;""
42053093000162;""
42065294000180;""
42098387000100;""
42197289000120;""
42264464000155;""
42270717000101;""
42272264000144;""
42278291000124;AMARELA
42278473000103;CINZA
42299128000148;""
42319663000113;""
42325683000105;""
42335664000151;""
42388583000110;""
42405473000119;""
42461777000101;""
42499760000135;""
42545950000141;""
42549080000189;""
42573119000101;""
42590495000104;""
42601794000199;""
42633264000122;""
42636897000194;""
42654935000131;""
42660676000151;""
42674906000131;""
42723838000153;""
42756109000101;""
42771949000135;CINZA
42796969000160;""
42799626000150;""
42823379000180;""
42825546000121;""
42886209000144;""
42921467000114;""
42931912000127;""
42954530000119;""
42975263000166;""
43130109000156;""
43167520000104;""
43176834000165;""
43202461000150;""
43222481000192;""
43254885000168;""
43261137000102;""
43289556000152;""
43298663000147;""
43338443000108;""
43353273000122;""
43356885000179;""
43358480000170;CINZA
43391808000150;""
43420401000103;""
43432700000168;""
43477057000199;""
43482265000186;""
43488561000194;""
43575923000184;""
43583381000191;""
43644148000171;""
43656889000172;""
43659893000194;""
43671235000118;""
43673905000135;""
43688615000165;""
43712588000119;""
43723564000165;""
43728324000153;""
43769628000169;""
43789618000195;""
43802135000183;""
43821266000108;""
43859999000131;""
43866686000100;""
43887635000165;""
43903542000187;""
43903964000152;""
43907647000104;""
43930436000192;""
43938973000189;""
43952375000164;""
43965339000135;""
43970142000194;""
43974000000103;""
43982291000173;""
43983737000184;""
43991227000159;""
44058151000176;""
44080518000158;""
44087918000195;""
44096140000180;""
44115691000144;""
44118284000190;""
44131620000135;""
44174070000131;""
44180802000104;""
44199684000178;""
44219021000178;""
44229587000180;""
44235769000164;""
44261168000126;""
44270048000195;""
44285813000140;""
44309296000100;""
44323910000180;""
44374039000144;""
44453891000107;""
44473532000111;""
44482954000153;""
44556606000183;""
44558858000141;""
44563685000150;""
44594140000100;""
44616146000131;""
44650821000149;""
44654624000106;""
44689676000100;""
44695352000184;""
44722029000152;""
44755006000144;""
44773852000197;""
44777294000138;""
44784914000166;""
44799717000110;""
44812668000109;""
44827014000159;""
44898075000107;""
44902358000185;""
44907032000140;""
44908974000143;""
44914813000162;""
44941733000104;""
44965292000172;""
44990381000179;""
44995961000159;""
45027216000189;CINZA
45044232000180;""
45054594000151;""
45056575000164;""
45057564000107;""
45058873000193;""
45073235000141;""
45083512000105;""
45108288000150;""
45141980000180;""
45144054000169;""
45186378000160;""
45211392000176;""
45237892000187;""
45247569000194;""
45269762000126;""
45282271000115;""
45288242000160;""
45299986000180;""
45308196000114;""
45349235000121;""
45351924000170;""
45381193000106;""
45421645000136;""
45456572000118;""
45481498000190;""
45483975000156;""
45488668000168;""
45493387000101;""
45523335000122;""
45524358000151;""
45530556000128;""
45536282000184;""
45580391000107;""
45582047000149;""
45583103000160;""
45591267000139;""
45594388000134;""
45639180000194;""
45640583000153;""
45694902000103;""
45720578000150;""
45726725000108;""
45738974000105;""
45740366000135;""
45773632000126;""
45790770000113;""
45809319000109;""
45825654000192;""
45867159000146;""
45878292000106;""
45887143000103;""
45906430000105;""
45960501000158;""
45963723000124;""
45968596000156;""
46004546000111;""
46036474000194;""
46041779000194;""
46059536000183;""
46067947000110;""
46075058000103;""
46094317000135;""
46100870000133;""
46116625000114;""
46141554000100;""
46200196000169;""
46255003000177;""
46274532000118;""
46310379000137;""
46315762000188;""
46317113000116;""
46324818000160;""
46331478000103;""
46340353000131;""
46381896000105;""
46391925000101;""
46396277000186;""
46403238000169;""
46432668000109;""
46447374000150;""
46451187000140;""
46453414000177;""
46485359000105;""
46499916000139;""
46501828000124;""
46514042000141;""
46514978000172;""
46521822000119;""
46532048000141;""
46539908000179;""
46541836000102;""
46548504000141;""
46564636000167;""
46607264000109;""
46614831000154;""
46624726000104;""
46634038000117;""
46663504000192;""
46750162000229;CINZA
46758302000124;""
46801073000183;""
46802627000167;""
46816705000182;""
46825059000110;""
46840387000195;""
46843776000174;""
46860827000176;""
46868955000166;""
46914324000136;""
46954706000193;""
46961938000179;""
46963943000110;""
46970707000121;""
47001061000137;""
47017563000156;""
47030833000169;""
47031145000113;""
47078497000124;""
47086526000108;""
47128697000144;""
47185766000151;""
47224580000164;""
47230150000155;""
47235693000165;""
47239550000121;""
47290700000121;""
47306480000187;""
47320274000121;""
47323899000147;""
47328995000188;""
47331071000130;""
47353662000109;""
47354843000150;""
47362810000151;""
47368829000105;""
47377123000100;""
47386300000114;""
47408876000135;""
47422070000100;""
47434324000100;""
47476603000128;""
47525068000158;CINZA
47541444000106;""
47553191000182;""
47610313000125;""
47622043000172;""
47631505000118;""
47633077000162;""
47646277000150;""
47655656000106;""
47673296000175;""
47677371000176;""
47691412000189;""
47697712000175;""
47700020000139;""
47741562000150;""
47755685000140;""
47791935000105;""
47808187000118;""
47812669000141;""
47823276000133;""
47844942000110;""
47862429000151;""
47864786000159;""
47871467000170;""
47940430000157;""
47958249000178;""
47960950000121;AMARELA
47962514000191;""
48035722000108;""
48040054000107;""
48065713000160;""
48066655000199;""
48073002000137;""
48076557000132;""
48081091000163;""
48084402000148;""
48088584000125;""
48091910000153;""
48098075000183;""
48167658000119;""
48169824000116;""
48181329000122;""
48200318000142;""
48215973000174;""
48250879000156;""
48253988000127;""
48280318000108;""
48287706000102;""
48292948000194;""
50196039000102;VERDE
50564053000103;VERMELHO
52159571000177;VERDE
52202744001083;CINZA
54638069000174;CINZA
54960554000160;AMARELA
56078181000123;CINZA
57073132000160;VERDE
57743296001200;VERDE
58160789015664;CINZA
60637238000154;CINZA
60701190264420;CINZA
60746948777311;CINZA
60872504000123;AMARELA
61189288008830;CINZA
61256962000109;VERMELHO
61409892022738;CINZA
61585865112979;CINZA
62450267000138;VERMELHO
62984091000102;VERDE
64443104000153;CINZA
64840556000179;CINZA
65160715000157;CINZA
65252074000160;CINZA
65738866000140;CINZA
66098880000199;CINZA
66700295000117;AMARELA
67159145000100;VERDE
67165407000140;VERDE
67775098000120;CINZA
68423318000208;CINZA
71010953000189;VERMELHO
73893000000131;CINZA
75503821010021;""
76838945000149;VERDE
79312336000140;CINZA
79426706000170;VERDE
79572442000162;VERDE
80227184000166;CINZA
81778722000173;VERMELHO
82192972000190;CINZA
82508433000117;CINZA
83305235015221;VERDE
83552349000163;CINZA
87159000009092;CINZA
87170452000108;CINZA
88610191000154;CINZA
89849459000178;VERDE
90878737000102;CINZA
92465434000185;CINZA
93557528000147;VERDE
93929552000160;CINZA
97262646000189;CINZA
00378298000178;CINZA
00390681000141;VERDE
00490375000187;CINZA
00510667000134;VERMELHO
00618428000100;CINZA
00622416000141;CINZA
00628107009305;CINZA
00660472000170;CINZA
00669237000160;CINZA
00670202000140;CINZA
00682315000166;CINZA
00757649000151;CINZA
00777288000296;CINZA
00981991000130;CINZA
01097937000190;CINZA
01130110000130;CINZA
01244106000101;CINZA
01334946000157;VERDE
01370451000183;CINZA
01383824000150;CINZA
01577520000124;CINZA
01879299000169;CINZA
01892724000150;CINZA
01907012000167;CINZA
01925182000174;AMARELA
02129213000143;CINZA
02162057000112;VERMELHO
02175547000153;CINZA
02217319000107;CINZA
02242286000147;VERMELHO
02354333000144;VERDE
02402578000795;VERDE
02415583206942;CINZA
02431962000120;CINZA
02470454000151;CINZA
02486069001174;""
02718544000119;VERMELHO
02800026000140;CINZA
02860694000162;VERMELHO
02887100010412;CINZA
02918044000120;CINZA
02932074000191;VERMELHO
02950811000189;VERMELHO
03035353000115;VERDE
03121963000131;VERDE
03160857000167;CINZA
03242379000134;VERDE
03329671000199;VERDE
03476486000127;CINZA
03484592000152;VERDE
03910257000179;CINZA
03939363000185;CINZA
04090052000157;CINZA
04150245000156;CINZA
04200002000347;CINZA
04205503000154;VERDE
04273594000165;CINZA
04373369000443;CINZA
04381184000138;CINZA
04825199000148;CINZA
04894314000136;CINZA
04895728000180;VERDE
04910371000161;CINZA
04919884000133;VERDE
04938443000189;CINZA
04946910000112;CINZA
04956084000192;CINZA
05022135000252;CINZA
05046455001214;VERDE
05149144000128;CINZA
05214273000152;CINZA
05217964000100;CINZA
05282410000196;CINZA
05304990000175;AMARELA
05465560000488;CINZA
05543938000252;CINZA
05587446000188;CINZA
05591319000152;VERMELHO
05699339000141;CINZA
05756095000191;VERMELHO
05779149000134;VERMELHO
05841375000106;CINZA
05844054000157;CINZA
05878397000132;VERMELHO
05942554000121;VERDE
05949688000174;CINZA
06006280000121;CINZA
06006508000183;CINZA
06057223000171;VERMELHO
06142246000184;CINZA
06265728000121;CINZA
06270580000113;CINZA
06290858001439;CINZA
06341990000108;VERMELHO
06517718000136;CINZA
06743116000105;VERDE
06885452000184;VERMELHO
06928398001502;CINZA
07040108012597;VERDE
07054725000101;VERDE
07066911000160;VERDE
07144071000107;CINZA
07155456000170;CINZA
07246955000172;CINZA
07305801000104;CINZA
07440174000114;CINZA
07473492000181;CINZA
07494922000141;CINZA
07496000000173;CINZA
07576060000104;CINZA
07628528000159;CINZA
07739834000839;CINZA
07799268000184;VERMELHO
07810697000105;CINZA
07853196000106;VERDE
07889836000138;AMARELA
07902454000105;VERMELHO
07904376000170;CINZA
07907754000179;CINZA
07927850000189;VERDE
07948808000144;CINZA
07974778017035;CINZA
07979185000177;CINZA
07982621000167;VERDE
08016514000147;CINZA
08054471000194;CINZA
08087094000190;VERDE
08088590000168;CINZA
08102374000391;CINZA
08117389000161;CINZA
08143864000174;CINZA
08170849000115;CINZA
08215282000156;CINZA
08226708000177;CINZA
08259891000107;CINZA
08271646000115;CINZA
08343492000120;VERMELHO
08350816000238;CINZA
08368221000129;CINZA
08391105000120;CINZA
08402943000152;VERDE
08474141000158;VERDE
08509586000126;VERDE
08535124000183;CINZA
08571311000112;CINZA
08592396000115;VERDE
08605344000136;CINZA
08609227000140;VERDE
08656576000113;CINZA
08674070000137;VERMELHO
08705234000146;CINZA
08750251000103;CINZA
08860628000179;CINZA
08902459000273;VERDE
08915722000188;VERDE
08921890000186;VERDE
08953491000105;CINZA
08970082000109;CINZA
08982683000212;CINZA
09049548000109;VERMELHO
09055729000130;CINZA
09120794000100;VERDE
09135056000128;CINZA
09175653000186;VERDE
09191444000126;CINZA
09200303000122;CINZA
09240805000349;CINZA
09262560000199;CINZA
09391011000114;CINZA
09524364000145;CINZA
09547204000111;CINZA
09556702000120;VERMELHO
09609595000666;""
09628436000102;VERDE
09722068000159;VERMELHO
10017575000170;CINZA
10157924000150;CINZA
10286954000166;CINZA
10292186000153;CINZA
10314917000114;CINZA
10340718000180;VERDE
10354759000126;AMARELA
10365105000106;CINZA
10374002002903;""
10432074000150;CINZA
10464411000191;CINZA
10476160001056;CINZA
10598775000164;CINZA
10626896000768;CINZA
10645544000164;CINZA
10662675000150;VERMELHO
10706503000130;CINZA
10714927000147;CINZA
10759698000187;VERDE
10773074000114;CINZA
10778796000161;VERDE
10851805000100;AMARELA
10870896000113;CINZA
10889958000139;CINZA
10903068000134;CINZA
10927614000177;VERDE
11020874000127;VERDE
11053887000100;CINZA
11132490000104;CINZA
11176219000162;VERDE
11197956000141;CINZA
11211576000114;VERMELHO
11251008000147;CINZA
11252032000109;CINZA
11270458000187;CINZA
11282931000146;CINZA
11297343000186;CINZA
11306141000315;""
11337007000110;CINZA
11344402000120;VERMELHO
11380863000158;CINZA
11387514000672;CINZA
11396273000113;CINZA
11428827000117;CINZA
11628890000105;CINZA
11640592000203;CINZA
11693206000160;VERMELHO
11744230000181;CINZA
11753513000190;CINZA
11864165000128;VERDE
11874048000498;CINZA
11910318000126;CINZA
11938043000139;CINZA
11940661000113;CINZA
11945974000164;CINZA
11992235000123;CINZA
12028806000177;CINZA
12049631000184;CINZA
12051750000171;CINZA
12067407000115;CINZA
12068937000188;CINZA
12130744000100;CINZA
12136307000101;CINZA
12145475001801;CINZA
12215186000185;CINZA
12279052000128;VERDE
12291481000110;CINZA
12291918000116;VERDE
12341170000119;AMARELA
12436961000122;CINZA
12451749000134;CINZA
12509711000175;CINZA
13020565000344;CINZA
13020592000155;CINZA
13148784000141;CINZA
13157598000179;VERDE
13188370000146;VERDE
13207254000127;CINZA
13234182000107;VERMELHO
13317209000125;VERDE
13364655000190;CINZA
13385628000102;CINZA
13389609000146;CINZA
13419523000119;CINZA
13503975000184;CINZA
13513753000142;CINZA
13568194000178;CINZA
13598904000102;CINZA
13820895000152;VERDE
13901780000192;CINZA
14041736000112;CINZA
14045650000168;CINZA
14110585000107;CINZA
14173502000129;CINZA
14188179000167;CINZA
14210229000165;CINZA
14222469000180;VERDE
14234517000150;CINZA
14332032000107;CINZA
14381210000181;CINZA
14403530000195;CINZA
14463843000139;CINZA
14547531000103;CINZA
14569314000114;CINZA
14584082000173;CINZA
14601283000131;CINZA
14679387000169;CINZA
14705118000120;CINZA
14729266000184;CINZA
14730909000100;CINZA
14752634000105;CINZA
14765914000158;CINZA
14776142000150;VERDE
14783341000195;CINZA
14980019000156;CINZA
14999106000155;CINZA
15101405000193;AMARELA
15139720000100;CINZA
15180701000127;CINZA
15192373000189;CINZA
15216552000109;CINZA
15278892000164;VERDE
15297366000141;CINZA
15367850000108;VERDE
15436299000107;CINZA
15447229000146;CINZA
15468653000258;CINZA
15480396000199;CINZA
15566497000187;CINZA
15606249000112;VERDE
15688737000116;CINZA
15713377000165;CINZA
15752292000196;CINZA
15784340000128;CINZA
15800836000148;CINZA
15835205000164;CINZA
15930117000141;CINZA
16248742000170;CINZA
16433634000178;CINZA
16568853000164;CINZA
16614075000100;AMARELA
16655749000107;CINZA
16676520000159;VERDE
16729745000126;CINZA
16738047000197;CINZA
16785346000182;CINZA
16798451000156;CINZA
16804923000136;VERMELHO
16811931000100;CINZA
16812384000268;""
16957846000154;CINZA
16995092000127;CINZA
17045298000159;CINZA
17056472000169;CINZA
17131764000380;CINZA
17161241000115;AMARELA
17184037000110;VERDE
17191692000103;CINZA
17207354000104;CINZA
17274059000170;CINZA
17364855000102;CINZA
17482141000190;CINZA
17507770000128;VERDE
17509614000104;CINZA
17510608000169;CINZA
17514462000120;CINZA
17536671000174;CINZA
17556807000108;CINZA
17570461000100;CINZA
17583979000170;CINZA
17617379000186;CINZA
17734835000178;CINZA
17753281000156;CINZA
17820760000148;CINZA
17880051000158;CINZA
17908342000107;CINZA
17938547000135;CINZA
17995027000164;CINZA
18046024000147;VERMELHO
18122578000186;CINZA
18240355000113;CINZA
18300495000130;CINZA
18316656000264;CINZA
18358948000189;CINZA
18396763000169;CINZA
18403359000175;CINZA
18440352000123;CINZA
18461530000100;CINZA
18482095000192;CINZA
18502868000155;CINZA
18526957000131;CINZA
18550880000135;CINZA
18563029000147;VERMELHO
18593815000197;VERMELHO
18599262000180;VERDE
18666172000245;CINZA
18669215000165;CINZA
18703489000123;CINZA
18746335000119;CINZA
18768190000157;CINZA
18807034000158;VERDE
18829340000195;AMARELA
18850286000160;CINZA
18890664000139;CINZA
18920861000153;CINZA
18945829000122;VERDE
18951263000141;CINZA
18990845000137;CINZA
19034457000145;CINZA
19050438000102;CINZA
19150241000145;CINZA
19158291000179;CINZA
19261443000164;CINZA
19265363000187;CINZA
19389845000149;CINZA
19394185000194;VERMELHO
19464434000170;VERMELHO
19484499000188;CINZA
19493874000156;CINZA
19516832000193;CINZA
19518890000156;VERDE
19526748000150;VERDE
19590592000177;CINZA
19617549000158;VERDE
19655726000190;CINZA
19707511000176;CINZA
19729074000191;VERDE
19750948000192;CINZA
19792137000154;CINZA
19821095000132;CINZA
19954852000146;CINZA
20017190000167;CINZA
20156598000110;CINZA
20204123000151;CINZA
20267550000189;CINZA
20535089000106;CINZA
20613393000116;VERDE
20646038000143;CINZA
20659858000170;CINZA
20673581000130;CINZA
20677255000109;CINZA
20704498000180;CINZA
20756556000110;CINZA
20894972000184;CINZA
20935859000108;CINZA
21018441000190;VERMELHO
21033682000109;VERDE
21033799000192;CINZA
21083038000145;CINZA
21085992000177;CINZA
21260730000100;CINZA
21262912000101;CINZA
21267076000310;""
21303024000190;CINZA
21340829000103;CINZA
21406997000154;CINZA
21419757000194;CINZA
21468645000123;CINZA
21476962000191;CINZA
21479390000102;CINZA
21483779000113;CINZA
21550539000194;CINZA
21605657000152;CINZA
21702084000185;CINZA
21931111000191;CINZA
21941859000175;VERDE
22060720000185;CINZA
22069385000186;CINZA
22087011000193;CINZA
22132839000116;CINZA
22164114000100;CINZA
22185448000160;CINZA
22206038000158;CINZA
22206931000183;CINZA
22249364000142;CINZA
22372063000101;CINZA
22398033000174;CINZA
22457586000150;CINZA
22559313000117;CINZA
22575947000163;CINZA
22618767000111;CINZA
22672959000297;CINZA
22818813000126;CINZA
22822188000196;CINZA
22827775000178;CINZA
22840020000103;CINZA
22899032000103;CINZA
22905819000130;CINZA
22993773000159;CINZA
23020414000188;CINZA
23049461000154;CINZA
23059028000108;CINZA
23086176000103;CINZA
23182673000105;CINZA
23206031000107;CINZA
23206721000158;VERDE
23293391000185;CINZA
23318310000154;CINZA
23349256000104;VERDE
23358183000117;CINZA
23493588000168;CINZA
23511822000132;CINZA
23553858000189;CINZA
23559372000158;CINZA
23668606000103;CINZA
23733261000116;CINZA
23769494000179;CINZA
23822985000136;CINZA
23900284000178;CINZA
23907326000100;CINZA
23938968000169;CINZA
23981684000155;CINZA
24007385000187;CINZA
24023729000141;CINZA
24031433000172;CINZA
24038956000140;CINZA
24044496000163;CINZA
24050583000123;CINZA
24089121000110;CINZA
24127597000106;CINZA
24137547000100;CINZA
24174250000106;CINZA
24187274000108;CINZA
24224787000133;CINZA
24230275000180;VERDE
24281219000174;CINZA
24295619000139;CINZA
24349020000130;CINZA
24404346000113;CINZA
24414865000162;CINZA
24445833000124;CINZA
24446501000164;CINZA
24457843000180;CINZA
24497357000195;CINZA
24579577000168;CINZA
24591677000100;CINZA
24597273000123;CINZA
24613158000103;CINZA
24659912000138;VERDE
24700804000161;CINZA
24707661000110;CINZA
24717208000194;CINZA
24731017000187;VERDE
24859308000155;CINZA
24865304000180;CINZA
24904805000128;VERDE
24991041000155;CINZA
25004366000160;CINZA
25012349000174;CINZA
25015794000198;CINZA
25097928000167;CINZA
25178962000166;VERDE
25203402000114;CINZA
25205370000196;CINZA
25308847000169;CINZA
25825282000197;VERDE
25961206000109;CINZA
25966476000102;CINZA
25976587000108;CINZA
26015094000166;CINZA
26038027000167;CINZA
26128459000169;CINZA
26223273000199;CINZA
26254682000152;CINZA
26271027000374;""
26286793000140;VERDE
26291318000162;CINZA
26317079000172;CINZA
26323604000162;CINZA
26384675000175;CINZA
26396979000152;CINZA
26397685000145;CINZA
26488075000157;CINZA
26533039000168;CINZA
26551870000142;CINZA
26689033000184;CINZA
26691234000116;CINZA
26701972000105;CINZA
26713210000110;CINZA
26872220000107;CINZA
26879701000136;CINZA
26913588000168;VERDE
27030573000114;CINZA
27073262000132;CINZA
27090856000151;CINZA
27141085000184;CINZA
27163570000159;CINZA
27265184000178;CINZA
27293799000108;CINZA
27312731000129;CINZA
27394976000142;CINZA
27456744000171;CINZA
27481094000114;CINZA
27484305000172;CINZA
27486241000149;CINZA
27508935000130;CINZA
27595231000141;CINZA
27619132000152;CINZA
27633435000120;CINZA
27646120000117;CINZA
27719289000150;CINZA
27812952000166;CINZA
27814069000105;CINZA
27852308000111;CINZA
27867775000115;CINZA
27887325000194;CINZA
27892620000139;CINZA
27944072000143;CINZA
27944811000105;CINZA
28038509000142;CINZA
28048132000102;CINZA
28065651000189;VERDE
28093850000109;CINZA
28127603000178;VERDE
28134177000108;CINZA
28142800000670;CINZA
28172373000169;CINZA
28195667000106;CINZA
28238507000105;AMARELA
28247365000134;CINZA
28257898000105;CINZA
28360506000120;CINZA
28382992000188;CINZA
28385184000255;CINZA
28392155000130;CINZA
28406835000165;CINZA
28420825000184;CINZA
28439325000194;CINZA
28440054000197;CINZA
28479843000131;CINZA
28486957000109;CINZA
28499475000193;CINZA
28531664000104;CINZA
28537120000141;CINZA
28600559000171;CINZA
28602204000111;CINZA
28628829000152;CINZA
28677032000145;CINZA
28714591000188;CINZA
28729720000101;CINZA
28780825000195;CINZA
28883538000100;CINZA
28971100000184;CINZA
28977678000148;CINZA
29021685000134;CINZA
29068015000173;CINZA
29175220000138;CINZA
29207872000107;CINZA
29226796000187;CINZA
29234021000153;CINZA
29253895000158;VERDE
29263873000179;CINZA
29266114000160;CINZA
29282345000167;CINZA
29289013000104;CINZA
29289672000140;CINZA
29325489000153;CINZA
29379311000195;CINZA
29404896000237;""
29412607000160;CINZA
29476460000172;CINZA
29520246000176;CINZA
29602467000193;CINZA
29613523000195;CINZA
29628662000192;CINZA
29662395000170;CINZA
29698861000177;CINZA
29798797000104;CINZA
29826066000206;""
29847607000193;CINZA
29851103000147;CINZA
29897199000184;CINZA
29900630000102;CINZA
29939759000116;CINZA
29979036085200;CINZA
30022672000169;CINZA
30059036000101;CINZA
30082191000572;CINZA
30107113000151;CINZA
30130993000187;CINZA
30163452000155;CINZA
30166722000181;CINZA
30218161000206;CINZA
30246239000107;CINZA
30318564000138;CINZA
30322794000170;CINZA
30340710000121;CINZA
30345260000160;CINZA
30355110000137;CINZA
30392702000129;CINZA
30440210000161;CINZA
30447200000158;CINZA
30456806000150;CINZA
30632703000101;CINZA
30682358000102;CINZA
30699559000112;CINZA
30750510000147;CINZA
30772547000176;CINZA
30791250000158;CINZA
30882277000156;CINZA
30945650000170;CINZA
30965776000107;CINZA
30993090000120;CINZA
30994478000145;CINZA
31002393000104;CINZA
31043421000123;CINZA
31106934000136;CINZA
31114690000133;CINZA
31137480000160;CINZA
31138800000105;CINZA
31167568000125;CINZA
31188400000104;CINZA
31250639000159;CINZA
31254917000146;CINZA
31414776000181;CINZA
31431882000173;CINZA
31465351000100;CINZA
31484325000110;CINZA
31499476000142;CINZA
31506917000196;CINZA
31517134000108;CINZA
31535007000131;CINZA
31574878000164;CINZA
31658317000143;CINZA
31682737000165;CINZA
31711042000164;CINZA
31728354000180;CINZA
31797959000123;CINZA
31857095000198;CINZA
31874923000104;CINZA
31975873000143;CINZA
32004977000173;CINZA
32025910000115;CINZA
32039217000100;CINZA
32039294000151;CINZA
32044033000120;CINZA
32090195000102;CINZA
32097307000149;CINZA
32176782000100;CINZA
32188976000126;CINZA
32220687000167;CINZA
32248342000111;CINZA
32258409000107;CINZA
32262734000135;CINZA
32263476000101;CINZA
32314969000123;CINZA
32351317000169;CINZA
32421821000198;CINZA
32440901003297;VERDE
32459846000180;CINZA
32465777000118;CINZA
32466549000162;CINZA
32495871000110;CINZA
32497010000170;CINZA
32499289000121;CINZA
32526853000158;CINZA
32538682000187;CINZA
32550829000154;CINZA
32564734000190;CINZA
32609948000135;CINZA
32621311000164;CINZA
32639333000151;CINZA
32641630000131;CINZA
32651468000132;CINZA
32666888000192;CINZA
32705981000169;CINZA
32738904000105;CINZA
32798131000152;CINZA
32799862000112;CINZA
32820852000111;CINZA
32851555000133;CINZA
32855065000105;CINZA
32856610000188;CINZA
32899408000133;CINZA
32902772000105;CINZA
32907124000141;CINZA
32929927000288;""
32936719000125;CINZA
32960801000195;CINZA
32999766000118;CINZA
33032457000137;CINZA
33040601000187;VERMELHO
33040663000270;""
33087528000107;CINZA
33123851000180;CINZA
33143158000170;CINZA
33178053000156;CINZA
33271076000100;CINZA
33283071000106;CINZA
33456743000120;CINZA
33461683000133;CINZA
33463386000127;CINZA
33471981000104;CINZA
33531732001058;CINZA
33572615000141;CINZA
33592510000154;VERDE
33593414000120;CINZA
33594099000156;CINZA
33605362000165;CINZA
33607465000164;CINZA
33671464000189;CINZA
33673434000101;CINZA
33696530000175;CINZA
33727725000135;CINZA
33750499000103;CINZA
33778865000132;CINZA
33791496000118;CINZA
33839910000111;CINZA
33870226000100;CINZA
33934888000199;CINZA
34028316161620;VERDE
34028316767773;CINZA
34075654000104;CINZA
34099108000103;CINZA
34101936000120;CINZA
34126487000175;CINZA
34146114000166;CINZA
34171718000162;CINZA
34292737000147;CINZA
34318254000174;CINZA
34322304000197;CINZA
34370259000146;CINZA
34377063000183;CINZA
34412533000100;CINZA
34436779000104;CINZA
34460779000140;CINZA
34514244000104;CINZA
34517401000135;CINZA
34547839000166;CINZA
34555595000163;CINZA
34578361000131;CINZA
34624856000150;CINZA
34654961000131;CINZA
34683986000163;CINZA
34688837000197;CINZA
34719892000105;CINZA
34727250000140;CINZA
34753473000181;CINZA
34755229000158;CINZA
34810348000166;CINZA
34865597000159;CINZA
34907392000199;CINZA
34932529000165;CINZA
34970660000117;CINZA
34975477000104;CINZA
35004018000146;CINZA
35024351000117;CINZA
35054546000100;CINZA
35116654000160;CINZA
35157819000141;CINZA
35179127000102;CINZA
35184805000117;CINZA
35187064000128;CINZA
35196590000154;CINZA
35215904000119;CINZA
35233646000101;CINZA
35287322000148;CINZA
35341029000111;CINZA
35346986000130;CINZA
35357261000148;CINZA
35408911000137;CINZA
